X,y
0.0,10.040668404831543
0.012515644555694618,7.779613679537466
0.025031289111389236,7.2391395630565825
0.03754693366708385,-0.9117287529784286
0.05006257822277847,6.678627790393858
0.0625782227784731,6.584644403578142
0.0750938673341677,7.084621083482321
0.08760951188986232,6.1969273850690465
0.10012515644555695,7.225884582077593
0.11264080100125157,6.5266517513926
0.1251564455569462,5.141899255954279
0.1376720901126408,8.916874317187217
0.1501877346683354,17.29717745524396
0.16270337922403003,10.394384345882102
0.17521902377972465,7.610714263039836
0.18773466833541927,6.875252400184743
0.2002503128911139,10.101285472694215
0.2127659574468085,2.1646134495358886
0.22528160200250313,9.345869444246382
0.23779724655819776,5.841576768485084
0.2503128911138924,5.7363595774073834
0.26282853566958697,7.438880777990441
0.2753441802252816,20.468601742967373
0.2878598247809762,8.26599712862868
0.3003754693366708,-8.56398371580719
0.31289111389236546,6.726584901486612
0.32540675844806005,9.03913671782099
0.3379224030037547,7.368238172460403
0.3504380475594493,-6.857641020099048
0.36295369211514394,7.697808848472935
0.37546933667083854,9.393003662901645
0.3879849812265332,19.79344626831908
0.4005006257822278,6.08649221812159
0.4130162703379224,7.174140061993539
0.425531914893617,2.8101013351275865
0.4380475594493116,12.569693707280752
0.45056320400500627,6.781243175132178
0.46307884856070086,6.648647752249278
0.4755944931163955,10.337546009576883
0.4881101376720901,8.240076217254739
0.5006257822277848,5.742292088763435
0.5131414267834793,22.012713218594406
0.5256570713391739,7.971310922958056
0.5381727158948686,5.6511783848637265
0.5506883604505632,7.637760690488552
0.5632040050062578,-3.5131644010364926
0.5757196495619524,7.241559042489949
0.5882352941176471,8.81521936846667
0.6007509386733416,4.980214611139794
0.6132665832290363,8.384604579448812
0.6257822277847309,10.599758534561232
0.6382978723404256,11.029155520262831
0.6508135168961201,10.836359300577847
0.6633291614518148,10.892951598397559
0.6758448060075094,11.556357742409846
0.688360450563204,7.1639701882089915
0.7008760951188986,10.540545077353904
0.7133917396745932,5.976663019822187
0.7259073842302879,8.152817475878592
0.7384230287859824,-12.237372555348708
0.7509386733416771,21.58790122817564
0.7634543178973717,9.905563471578327
0.7759699624530664,8.992304932790175
0.7884856070087609,12.38235337441637
0.8010012515644556,8.255966987163452
0.8135168961201502,5.298795354306813
0.8260325406758448,9.738105316723752
0.8385481852315394,7.706512590002526
0.851063829787234,4.390891748349537
0.8635794743429287,4.93006582262743
0.8760951188986232,7.8859028698621225
0.8886107634543179,11.194707648292336
0.9011264080100125,9.440717575801248
0.9136420525657071,7.387698416992582
0.9261576971214017,10.600913282285106
0.9386733416770964,14.942267951916811
0.951188986232791,10.946944535711093
0.9637046307884856,10.314561293799375
0.9762202753441802,7.555862871543393
0.9887359198998749,17.29331147067078
1.0012515644555695,7.67361737202828
1.0137672090112642,8.96719182886659
1.0262828535669586,11.122779609882835
1.0387984981226532,8.69194463077406
1.0513141426783479,10.400549892011043
1.0638297872340425,2.7634347498334186
1.0763454317897372,10.188058696248122
1.0888610763454318,28.202200768346916
1.1013767209011265,5.34737598465577
1.113892365456821,8.689548241997027
1.1264080100125156,9.374390174611559
1.1389236545682102,17.097989360074784
1.1514392991239049,8.822324390985447
1.1639549436795995,11.13326672903124
